,,,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
Seattle,2012,Black,Both,,,,,,8.121173058,63.88101983,,49.14593947,257.4049171,33.03039191,18.86272298,56.40864381,46.08502614,277.9903488,192.0265953,,17.47972002,,1013.248236,19.82901957,,90.78009041,,10.12839142,4.558030566,10614.32961,,,,68.68945177,,,,13.56541077,21.94763729,,,,,,,,,,,26.99010597,2.705061407,,,,,,21163.0,,28.80819647,39.64873579,,,48.18556494,13.54076134,,,,,,,,,72.81952431,,,,15.15984574,,,,,,,,,,,,,,,,,,,,,,,30.0,,12.78276312,,,,999.0,,,,,,,29.64240993,12.64681623,,,,,,,
Seattle,2012,Black,Female,,,,,,,,,,,,15.01506049,38.72175683,,229.6192586,154.2138703,,,,834.0390171,,,45.04666257,,,,8444.568171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.17002418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.22494756,,,,,,,,
Seattle,2012,Black,Male,,,,,,,,,,321.23981,,26.78533938,75.44425916,,327.5206258,233.6425755,,29.14238874,,1232.774363,34.10064314,,129.1889504,,17.55101956,,12512.70752,,,,82.84657027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.65854726,,,,22.13375997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.24824103,12.73276485,,,,,,,
Seattle,2012,Hispanic,Both,,,,,,5.766651766,74.20948617,,27.64088279,111.1472158,,,,,130.41521,99.6126349,,,,475.8838375,,,37.77777209,,,,4446.327857,,,,33.30915297,,,,7.348884544,36.11865649,,,,,,,,,,,24.48418157,3.084269663,,,,,,25889.0,,20.7151631,24.76029329,,,44.87613702,9.900170016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,582.2,,,,,,,13.06972004,9.305001367,,,,,,,
Seattle,2012,Hispanic,Female,,,,,,,,,,83.39185976,,,,,112.9645447,83.98282912,,,,353.2904713,,,,,,,2568.758349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2012,Hispanic,Male,,,,,,,,,,153.0926949,,,,,150.0863101,115.2588097,,,,634.6714674,,,56.41218743,,,,6218.17693,,,,37.99516824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67232829,,,,,,,,
Seattle,2012,Natives,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93720501,20.29192902,,,,,,,,,,,24.76313523,3.03826087,,,,,,24706.0,,25.61638111,23.40672074,,,38.11023622,8.764367816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.7,,,,,,,,,,,,,,,
Seattle,2012,White,Both,,,,,,5.265833818,86.65417935,,4.005966333,169.2185863,26.46487648,12.49261204,37.82144169,22.84980422,194.3667576,147.6866816,,1.793897276,,700.5879471,6.726917595,,58.06531475,,4.455292522,0.494337976,4483.664549,,,,18.45783637,,,,8.576460055,63.76069295,,,,,,,,,,,52.04832441,0.921291437,,,,,,50250.0,,9.600146717,3.739077021,,,19.75751058,5.594154244,,,,,,,,,80.66333431,,,,15.59304754,,,,,,,,,,,,,,,,,,,,,,,50.0,,9.559319943,,,2.872492405,308.0,,,,,,,18.92763464,13.29524456,,,,,,,
Seattle,2012,White,Female,,,,,,,,,,148.9127377,,12.19151073,34.18204605,,158.1873037,115.7030667,,,,600.1156358,2.218380824,,39.41851404,,2.823085404,,3350.04833,,,,14.49453993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.14071694,,,,9.418158455,,,,,,,,,,,,,,,,,,,,,,,,,7.490769013,,,,,,,,,,,14.62925751,10.44976549,,,,,,,
Seattle,2012,White,Male,,,,,,,,,,199.431812,,12.8988571,43.01844786,,240.1028296,188.6804852,,2.555144609,,824.4641307,11.58654568,,78.03662097,,6.148470354,,5588.61104,,,,22.87687213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.09573584,,,,22.16076077,,,,,,,,,,,,,,,,,,,,,,,,,12.38839165,,,4.945285193,,,,,,,,23.23710933,16.17131401,,,,,,,
Seattle,2013,All,Both,3.481436971,10.21885305,1.643835616,40.82191781,7.0,6.62355894,82.59682337,,8.676461042,156.2531747,21.59579174,12.26382029,34.22168552,21.73794891,178.7977834,132.0295433,25.2,2.984004063,584.6170121,645.8571054,7.200586428,,56.83820546,,4.772765038,0.756266385,4753.16638,4.06369259,22.1,6.7,21.11738283,7.8,11.0,11.9,9.388292767,61.66744304,66.40856297,27.53074235,5.987395728,2.112420751,8.75,12.12121212,41.90555556,6.230769231,,,46.54756233,1.148340214,5.941644087,,0.244443386,0.485,67.5797999,51872.0,23.37738107,12.46855332,13.41623542,26.93790694,9.933936795,23.10567481,4.724208376,18.00507087,3.936383714,78.95570442,3.999309648,0.22997317,0.958221541,1.783395081,35.86704866,81.29234993,9.7,9.2,12.4,13.52284167,21.2,10.1,72.6,13.1,29.1,54.3,71.6,16.0,19.3,15.28554512,8209.616623,12.06953919,5.400984596,34.74155279,38.268513,58.04297447,31.47308127,35.1552544,21.5,,,,49.0,5.5,8.816729623,14.1,,2.585793253,364.9,331.8,86.8,8.4,0.0,20.3,12.2,18.06405689,12.06727622,24.0,22.9,6.2,48.80517262,16.79784024,38.83524288,21.39838505
Seattle,2013,All,Female,,,,,5.9,,,,,136.7544068,,11.06243261,29.7951506,,138.3679678,97.84966696,,0.975796941,,532.6579777,1.964655811,,36.68339028,,2.975180269,,3499.396383,,,,16.86647056,6.8,10.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.90196764,,11.8,13.5,8.743915624,26.5,11.7,,,26.2,58.1,73.7,18.1,18.9,,,,,,,,,,,,,,,,7.283050062,,,,80.7,,,,,,,13.24950526,9.108822467,24.6,21.2,5.6,,,,
Seattle,2013,All,Male,,,,,8.0,,,,,184.8410507,,13.98839322,40.3554127,,231.5589369,176.8599783,,4.890203991,,788.5154969,12.7816818,,78.38654024,,6.663174434,,5998.495659,,,,26.15648986,8.8,11.5,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.53984567,,6.4,11.0,18.76232809,15.8,8.1,,,31.9,50.3,69.8,13.5,19.5,,,,,,,,,,,,,,,,11.02439545,,,4.440112461,653.1,,,,,,,22.80585199,14.97026751,23.2,24.4,6.8,,,,
Seattle,2013,Asian/PI,Both,,12.55897713,,,,8.262108262,80.89058524,,5.075656005,135.8011599,11.78382251,13.19666978,26.92422901,14.5637206,139.5627123,90.93383978,,,,489.1418994,4.837636303,,36.16654851,,4.493753924,,4350.639111,,,,21.01853687,6.2,10.6,9.1,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,,44.16546763,1.264212412,,,,,,41882.0,,17.09914955,15.02259036,,,28.31300991,5.251521096,,,,,,,,,84.51667119,,9.6,11.3,9.32360757,21.3,11.0,,,41.0,62.7,71.2,23.9,17.3,,,,11.63549161,,,,,,,,,,46.0,,8.837236459,,,,74.3,,,,,,,5.474839132,,10.9,11.3,2.7,44.65514137,,,23.87538268
Seattle,2013,Asian/PI,Female,,,,,,,,,,119.4289017,,12.88601398,22.33138863,,106.0972679,68.09977223,,,,397.6081214,,,23.23378376,,,,2764.851841,,,,17.87540737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.07901125,,,,7.429419541,,,,,,,,,,,,,,,,,,,,,,,,,5.09731155,,,,,,,,,,,,,,,,,,,
Seattle,2013,Asian/PI,Male,,,,,,,,,,159.4137011,,13.90656097,33.14333409,,186.5674507,123.1331295,,,,617.8693491,9.246233959,,53.09061829,,,,6293.569645,,,,24.61587016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.26350046,,,,11.75651372,,,,,,,,,,,,,,,,,,,,,,,,,14.68431721,,,,,,,,,,,8.290416522,,,,,,,,
Seattle,2013,Black,Both,,8.986029304,,,,8.050436469,65.3104174,,40.86202071,236.3253325,30.81683585,14.61598353,45.47861043,37.65853242,272.4385223,193.8321177,,21.4798113,,985.0146475,22.86783358,,102.651127,,9.048023552,4.558030566,10684.05587,,,,68.27487822,11.4,15.7,18.4,15.52603635,25.54018486,,,10.02935726,2.377754957,,,,,,,24.45478036,3.089180051,,,,,,23827.0,,32.07912866,49.78180598,,,49.38469518,11.341025,,,,,,,,,73.60177857,,5.7,8.7,11.77435423,20.2,8.7,,,27.0,57.6,62.9,18.3,28.6,,,,24.86821705,,,,,,,,,,32.0,,9.085587025,,,,1024.3,,,,,,,37.74973326,20.1770618,16.7,22.4,3.7,49.70549579,,,27.83916663
Seattle,2013,Black,Female,,,,,,,,,,195.6929142,,,26.15845777,,227.7487255,144.3887881,,,,794.8979093,,,48.90785043,,,,8016.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.70516139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.21386959,15.19999225,,,,,,,
Seattle,2013,Black,Male,,,,,,,,,,292.6159156,,18.18852175,67.21379486,,316.9623279,247.2181659,,41.08152174,,1188.95095,42.63693496,,151.3395619,,14.75210072,,13088.45258,,,,82.16777703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.20118653,,,,16.85871508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73668354,24.62736272,,,,,,,
Seattle,2013,Hispanic,Both,,11.20508224,,,,6.608536026,76.61568821,,30.05319149,110.5364553,,,,,182.9292821,133.0984191,,,,605.814576,,,54.01545798,,,,4519.215686,,,,27.93811215,12.8,12.5,16.6,8.39020839,42.63722762,,,15.29029029,4.539086579,,,,,,,27.12960703,2.686009897,,,,,,32130.0,,17.51935454,20.94796497,,,40.01618996,6.974575967,,,,,,,,,,,11.0,11.1,8.310523602,23.5,8.6,,,29.7,59.6,63.8,20.5,28.6,,,,16.84769343,,,,,,,,,,33.0,,,,,,595.5,,,,,,,16.28324125,10.51578917,30.1,32.1,11.3,44.62935537,,,26.23743082
Seattle,2013,Hispanic,Female,,,,,,,,,,85.54080858,,,,,,,,,,581.6635382,,,36.16103212,,,,3158.054968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2013,Hispanic,Male,,,,,,,,,,140.4666666,,,,,173.5491927,105.4511029,,,,663.5005198,,,71.78148017,,,,5857.088632,,,,27.50167672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08059545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.88986724,16.07186617,,,,,,,
Seattle,2013,Natives,Both,,17.0984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96213146,20.05430566,,,24.20881796,17.81914894,,,,,,,26.82096664,2.728426396,,,,,,25634.0,,36.69902913,29.26421405,,,51.27913587,7.712486884,,,,,,,,,,,,,,,,,,,,,,,,,,22.94077604,,,,,,,,,,,,,,,,314.6,,,,,,,,,,,,36.96027634,,,29.36096718
Seattle,2013,White,Both,,9.639405324,,,3.6,5.709156194,87.90452146,,3.655756742,157.9206366,24.34000468,12.73112858,35.42435823,23.27079938,182.5965239,138.0752914,,1.541746779,,662.2033361,6.443970495,,57.81238685,,4.378680237,0.494337976,4389.588824,,,,16.60575936,4.4,7.3,8.8,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,,51.34221855,0.947714821,,,,,,61409.0,,8.336747608,4.422305046,,,18.1788213,3.738450268,,,,,,,,,80.97023283,,9.3,14.5,14.89789009,19.3,8.7,,,22.6,47.2,79.4,8.8,11.4,,,,6.744344888,,,,,,,,,,51.0,,8.734343164,,,2.649889551,325.2,,,,,,,18.72595547,13.23268279,33.2,27.1,7.6,50.27382647,,,19.65735122
Seattle,2013,White,Female,,,,,,,,,,140.6751996,,11.41430331,33.15536227,,140.7682315,102.6738381,,,,554.0678958,2.147003888,,39.45854048,,2.721788067,,3343.31302,,,,12.79339262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.92837729,,,,9.795949779,,,,,,,,,,,,,,,,,,,,,,,,,7.462085817,,,,,,,,,,,14.82410407,10.95052062,,,,,,,
Seattle,2013,White,Male,,,,,,,,,,184.8796238,,14.44505597,39.01206828,,237.9469587,185.5500122,,2.118842727,,801.3308427,11.15261756,,77.49494397,,6.135784341,,5400.742436,,,,21.2386705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.86150647,,,,20.67850835,,,,,,,,,,,,,,,,,,,,,,,,,10.35996931,,,4.973534924,,,,,,,,22.50855288,15.39940676,,,,,,,
Seattle,2014,All,Both,3.481436971,10.21885305,0.821917808,29.04109589,7.0,6.80546133,83.90544335,,7.281812552,146.607998,21.09253207,11.58197294,31.49954752,19.17232726,174.4529837,127.916351,25.2,2.962527069,603.0961246,619.85034,6.815228532,4.248566749,55.44781439,,3.992282101,0.756266385,4549.415152,4.06369259,22.1,6.7,20.36389134,7.8,11.0,11.9,9.388292767,61.66744304,66.40856297,27.53074235,5.987395728,2.112420751,8.75,12.12121212,41.90555556,6.230769231,,,46.54756233,1.148340214,5.941644087,,0.244443386,0.485,67.5797999,51872.0,23.37738107,12.46855332,13.41623542,26.93790694,9.933936795,23.10567481,4.724208376,18.00507087,3.936383714,78.95570442,3.999309648,1.001669449,3.005008347,1.616003561,35.86704866,81.48152215,9.7,9.2,12.4,12.55755874,21.2,10.1,72.6,13.1,29.1,54.3,71.6,16.0,19.3,15.28554512,8209.616623,12.06953919,5.400984596,34.74155279,38.268513,58.04297447,31.47308127,35.1552544,21.5,,,,51.0,4.8,8.802780069,14.1,,2.73803872,371.1,356.7,107.3,8.5,3.9,20.3,12.2,18.08819988,11.82845124,24.0,22.9,6.2,48.80517262,16.79784024,38.83524288,21.39838505
Seattle,2014,All,Female,,,,,,,,,,131.6859084,,11.10880999,27.06903786,,132.4189027,92.63178133,,1.295718729,,509.5924274,1.698489364,,34.2147592,,2.496655086,,3306.348911,,,,16.17570032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.91252447,,,,7.405195877,,,,,,,,,,,,,,,,,,,,,,,,,8.357653905,,,,83.0,,,,,,,12.16302363,7.863620362,,,,,,,
Seattle,2014,All,Male,,,,,,,,,,168.7040206,,12.19757288,37.75301955,,229.526505,174.992878,,4.581501936,,759.2538068,12.24625142,,77.56858357,,5.538990977,,5763.487414,,,,25.44528344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.95899677,,,,18.01713253,,,,,,,,,,,,,,,,,,,,,,,,,9.415697703,,,4.914609919,662.6,,,,,,,23.84286605,15.63339121,,,,,,,
Seattle,2014,Asian/PI,Both,,12.55897713,,,,8.864659872,82.47032079,,4.461629982,127.564879,16.54606624,10.7607834,26.43028138,15.91195539,152.5489128,99.67879567,,,,508.2851504,6.172801498,3.968253968,41.70569931,,4.95551661,,4718.011735,,,,18.57784893,,,,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,,44.16546763,1.264212412,,,,,,41882.0,,17.09914955,15.02259036,,,28.31300991,5.251521096,,,,,,,,,83.52183381,,,,10.7421156,,,,,,,,,,,,,11.63549161,,,,,,,,,,47.0,,8.965928243,,,,79.5,,,,,,,4.667065734,,,,,44.65514137,,,23.87538268
Seattle,2014,Asian/PI,Female,,,,,,,,,,110.4213053,,11.25086932,20.57723828,,115.2441922,72.8137743,,,,418.6285796,,,29.9151469,,,,3603.237414,,,,17.72795478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.76776823,,,,9.422550525,,,,,,,,,,,,,,,,,,,,,,,,,8.212688846,,,,,,,,,,,,,,,,,,,
Seattle,2014,Asian/PI,Male,,,,,,,,,,152.374079,,10.47611322,35.25381536,,203.2606983,136.9976586,,,,636.6248617,9.996574334,,58.19415477,,,,5978.868019,,,,19.414502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.26428918,,,,12.44890507,,,,,,,,,,,,,,,,,,,,,,,,,10.22706114,,,,,,,,,,,,,,,,,,,
Seattle,2014,Black,Both,,8.986029304,,,,8.569566634,66.83221,,35.23259015,219.0318359,26.28163261,16.56910864,46.46130063,36.45479612,271.102682,180.2268609,,23.11114381,,983.5415564,25.43607333,9.302325581,110.8502758,,9.203139157,4.558030566,10475.73754,,,,62.29743001,,,,15.52603635,25.54018486,,,10.02935726,2.377754957,,,,,,,24.45478036,3.089180051,,,,,,23827.0,,32.07912866,49.78180598,,,49.38469518,11.341025,,,,,,,,,75.02318249,,,,9.955849287,,,,,,,,,,,,,24.86821705,,,,,,,,,,33.0,,10.40751037,,,10.14056505,1037.8,,,,,,,45.9650061,23.78442485,,,,49.70549579,,,27.83916663
Seattle,2014,Black,Female,,,,,,,,,,183.6207462,,18.8395565,33.13398553,,223.5943431,136.8088269,,,,781.5798538,,,61.60055421,,,,7633.947593,,,,43.07135694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.60861526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.50722873,17.84748292,,,,,,,
Seattle,2014,Black,Male,,,,,,,,,,277.9646612,,,64.75549078,,325.3263102,236.2380087,,42.96737944,,1224.325678,47.0745829,,155.1220393,,14.11515414,,13078.25065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.99185618,,,,14.83446979,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71386377,,,,,,,,54.75082275,29.39635522,,,,,,,
Seattle,2014,Hispanic,Both,,11.20508224,,,,6.682134571,78.74132805,,26.20760534,125.8735219,,,25.10378783,,168.7694602,126.6225803,,,,602.8694445,,3.730349054,51.46134908,,,,4869.78307,,,,34.00280353,,,,8.39020839,42.63722762,,,15.29029029,4.539086579,,,,,,,27.12960703,2.686009897,,,,,,32130.0,,17.51935454,20.94796497,,,40.01618996,6.974575967,,,,,,,,,,,,,,,,,,,,,,,,,,16.84769343,,,,,,,,,,35.0,,,,,,606.2,,,,,,,16.43076456,10.4811493,,,,44.62935537,,,26.23743082
Seattle,2014,Hispanic,Female,,,,,,,,,,143.5008606,,,,,159.0538748,,,,,574.0182617,,,,,,,3620.614208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2014,Hispanic,Male,,,,,,,,,,113.4021874,,,,,178.6739403,111.1196441,,,,633.5638204,,,69.3813006,,,,5970.042652,,,,39.98222122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.70051005,19.89806058,,,,,,,
Seattle,2014,Natives,Both,,17.0984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96213146,20.05430566,,,24.20881796,17.81914894,,,,,,,26.82096664,2.728426396,,,,,,25634.0,,36.69902913,29.26421405,,,51.27913587,7.712486884,,,,,,,,,,,,,,,,,,,,,,,,,,22.94077604,,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,36.96027634,,,29.36096718
Seattle,2014,White,Both,,9.639405324,,,,5.771158528,89.06666667,,2.710945442,147.8187981,22.38378362,11.73606674,32.06037718,19.28193797,173.933606,131.9760134,,1.064072961,,623.5967782,5.48778532,3.333044758,54.41022839,,3.449260412,0.494337976,4115.048667,,,,16.73657886,,,,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,,51.34221855,0.947714821,,,,,,61409.0,,8.336747608,4.422305046,,,18.1788213,3.738450268,,,,,,,,,81.43858236,,,,13.76309397,,,,,,,,,,,,,6.744344888,,,,,,,,,,53.0,,8.344345546,,,2.340362995,332.3,,,,,,,18.24792807,12.65834855,,,,50.27382647,,,19.65735122
Seattle,2014,White,Female,,,,,,,,,,135.4779138,,10.9372821,29.09908224,,130.8320261,94.92378223,,,,519.131109,,,33.68927192,,1.975678567,,3009.182212,,,,13.42569527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41337734,,,,7.942834168,,,,,,,,,,,,,,,,,,,,,,,,,7.693375549,,,,,,,,,,,12.16689987,8.529086762,,,,,,,
Seattle,2014,White,Male,,,,,,,,,,166.6635011,,12.72365261,36.34799193,,230.9097072,181.5192733,,,,755.4331456,10.01155112,,75.50347019,,4.995320024,,5162.771779,,,,20.97945194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.35556081,,,,19.98025104,,,,,,,,,,,,,,,,,,,,,,,,,9.021870697,,,4.480901161,,,,,,,,23.98653831,16.50401768,,,,,,,
Seattle,2015,All,Both,3.481436971,10.21885305,2.479338843,40.22038567,7.0,6.675567423,85.23119088,,6.581477841,141.525654,19.18422734,11.24509233,29.79286079,20.24550674,167.2775524,122.6816495,23.4,2.654623277,598.6543806,595.4832424,6.191682345,4.213590745,56.47626566,,4.179258894,0.756266385,4443.995666,4.06369259,22.3,6.6,18.53805008,7.8,11.0,11.9,9.388292767,61.66744304,66.40856297,27.53074235,5.987395728,2.112420751,8.75,11.36363636,41.90555556,6.230769231,17.67437265,477.8768332,46.54756233,1.148340214,5.941644087,1.088915234,0.244443386,0.485,67.5797999,51872.0,23.37738107,12.46855332,13.41623542,26.93790694,9.933936795,23.10567481,4.724208376,18.00507087,3.936383714,78.95570442,3.999309648,0.351922036,1.136978885,2.456623373,35.86704866,81.91311153,10.0,9.2,12.4,12.36866818,21.2,10.1,72.6,14.3,29.1,54.3,71.6,16.0,19.3,15.28554512,8209.616623,12.06953919,5.400984596,34.74155279,38.268513,58.04297447,31.47308127,35.1552544,21.5,,,,50.0,4.5,8.517421555,14.1,,2.43237286,356.4,398.9,137.6,11.7,3.9,20.8,11.9,19.03115103,12.48670539,24.0,22.9,6.2,48.80517262,16.79784024,38.83524288,21.39838505
Seattle,2015,All,Female,,,,,,,,,,123.7864265,,10.03135563,25.32998881,,125.2173356,87.27171738,,1.307277124,,478.6392546,1.934698077,,32.40671246,,2.419520993,,3202.863019,,,,14.86365282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.59266112,,,,6.932266282,,,,,,,,,,,,,,,,,,,,,,,,,7.502326969,,,,84.1,,,,,,,11.53651752,6.988514033,,,,,,,
Seattle,2015,All,Male,,,,,,,,,,168.8982656,,12.61345175,36.17059487,,225.531939,172.5679839,,4.003986061,,751.1182472,10.66812054,,82.28075346,,6.067418091,,5643.612337,,,,23.32203791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.14620546,,,,17.93907047,,,,,,,,,,,,,,,,,,,,,,,,,10.34540097,,,4.747751541,630.9,,,,,,,26.19248357,17.74097047,,,,,,,
Seattle,2015,Asian/PI,Both,,12.55897713,,,,8.45323741,83.8610586,,4.094058367,123.6679421,13.84397433,8.611853806,26.86427585,17.36699512,143.6332931,91.7352075,,,,496.7651007,6.591777313,3.867086795,43.52510461,,5.686561357,,3981.676022,,,,19.08167051,,,,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,,44.16546763,1.264212412,,,,,,41882.0,,17.09914955,15.02259036,,,28.31300991,5.251521096,,,,,,,,,84.81311765,,,,10.18010787,,,,,,,,,,,,,11.63549161,,,,,,,,,,45.0,,8.80253677,,,,79.4,,,,,,,3.907605715,,,,,44.65514137,,,23.87538268
Seattle,2015,Asian/PI,Female,,,,,,,,,,99.98624461,,9.353916989,18.5435515,,109.4567436,67.82390893,,,,401.6639613,,,32.83151669,,6.573251302,,3126.872077,,,,18.13003946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78802691,,,,9.53020451,,,,,,,,,,,,,,,,,,,,,,,,,8.131890395,,,,,,,,,,,,,,,,,,,
Seattle,2015,Asian/PI,Male,,,,,,,,,,161.9883502,,,40.75740686,,191.5820565,126.5833538,,,,644.9479446,9.094034704,,59.27884987,,,,5027.733319,,,,20.2716592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.14311628,,,,10.89188143,,,,,,,,,,,,,,,,,,,,,,,,,10.34971767,,,,,,,,,,,,,,,,,,,
Seattle,2015,Black,Both,,8.986029304,,,,8.799206087,68.75223454,,38.82896764,213.868918,21.61801023,15.88399439,40.69737475,30.93022424,307.2953867,212.3786398,,23.0572521,,1024.46249,23.95423493,9.746588694,111.0307315,,9.452078949,4.558030566,10460.04316,,,,60.06149772,,,,15.52603635,25.54018486,,,10.02935726,2.377754957,,,,,,,24.45478036,3.089180051,,,,,,23827.0,,32.07912866,49.78180598,,,49.38469518,11.341025,,,,,,,,,74.0084314,,,,8.469441076,,,,,,,,,,,,,24.86821705,,,,,,,,,,31.0,,,,,9.634494193,1039.6,,,,,,,49.27115807,25.68105313,,,,49.70549579,,,27.83916663
Seattle,2015,Black,Female,,,,,,,,,,165.3296426,,15.5679854,30.89646934,,248.7351084,157.0854705,,,,782.1803238,,,62.06728928,,,,7704.704515,,,,35.3980993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3431123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.85822586,15.87143223,,,,,,,
Seattle,2015,Black,Male,,,,,,,,,,298.2121509,,17.35934658,58.39281862,,383.6945373,288.7741345,,39.40586003,,1326.256245,40.61567272,,154.4205922,,14.40967348,,12932.8707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.06226912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59298309,,,,,,,,63.87722557,34.44431555,,,,,,,
Seattle,2015,Hispanic,Both,,11.20508224,,,,7.040998217,80.01880583,,24.98786997,126.3970572,,,,,184.5491968,142.6995072,,,,665.9712319,,2.732987155,51.36689459,,,,4544.776509,,,,39.3649317,,,,8.39020839,42.63722762,,,15.29029029,4.539086579,,,,,,,27.12960703,2.686009897,,,,,,32130.0,,17.51935454,20.94796497,,,40.01618996,6.974575967,,,,,,,,,,,,,,,,,,,,,,,,,,16.84769343,,,,,,,,,,33.0,,,,,,611.7,,,,,,,17.00662301,9.692703497,,,,44.62935537,,,26.23743082
Seattle,2015,Hispanic,Female,,,,,,,,,,133.7788014,,,,,126.084215,106.3972876,,,,484.5898128,,,,,,,3575.265601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2015,Hispanic,Male,,,,,,,,,,135.9791681,,,,,327.8493345,250.2939739,,,,1026.613941,,,103.1875308,,,,5587.080493,,,,63.02388879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.39835718,18.73975784,,,,,,,
