,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Lung Cancer Deaths,Deaths | Motor Vehicle Deaths,Heat and Disasters | Climate-related  Disasters,Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Race/Ethnicity | Minority Population,Respiratory Infection | New Tuberculosis Cases,Transportation | Public Transportation Use
20,20,4,1,2,1,0,0,0,2011,23.037165674197325,5.064316324137661,19.700033597081923,50.0951340215201,87.06223730454631,50.35513433538049,3.814288587505548,3.8747260117422564
21,20,4,2,2,1,0,0,0,2011,29.5138234,8.228332339082392,19.700033597081923,50.0951340215201,81.90726842051983,50.35513433538049,3.814288587505548,3.8747260117422564
22,20,2,0,2,1,0,0,0,2011,51.19673057,9.532169264,19.70006718832898,50.09511771872919,75.31647384,50.3550775377697,3.8142914602263858,5.802789615684212
23,20,2,1,2,1,0,0,0,2011,40.76925199,5.771274306333333,19.700033597081923,50.0951340215201,78.2802917,50.35513433538049,3.814288587505548,5.056755677232858
24,20,2,2,2,1,0,0,0,2011,68.94572484,19.02942557,19.700033597081923,50.0951340215201,72.30786938,50.35513433538049,3.814288587505548,5.056755677232858
25,20,3,0,2,1,0,0,0,2011,20.21811802,10.35503512,19.70006718832898,50.09511771872919,81.29923093,50.3550775377697,3.8142914602263858,2.19954381
26,20,3,1,2,1,0,0,0,2011,16.12059338,3.370402134,19.700033597081923,50.0951340215201,83.13909168,50.35513433538049,3.814288587505548,2.657626120048651
27,20,3,2,2,1,0,0,0,2011,25.69316513,17.32945149,19.700033597081923,50.0951340215201,78.97747303,50.35513433538049,3.814288587505548,2.657626120048651
28,20,5,0,2,1,0,0,0,2011,45.554893208143106,9.515605124764843,19.70006718832898,50.09511771872919,78.71339341139566,50.3550775377697,3.8142914602263858,5.127651812578947
29,20,1,0,2,1,0,0,0,2011,37.39826445,8.709523099,19.70006718832898,50.09511771872919,80.69948646,50.3550775377697,3.8142914602263858,1.4421598932631579
30,20,1,1,2,1,0,0,0,2011,28.97162728,4.764971531,19.700033597081923,50.0951340215201,82.67058606,50.35513433538049,3.814288587505548,1.6163243480327978
31,20,1,2,2,1,0,0,0,2011,49.48489137,12.63132901,19.700033597081923,50.0951340215201,78.47511674,50.35513433538049,3.814288587505548,1.6163243480327978
32,20,0,0,2,1,0,0,0,2012,31.29665916,9.183589892,41.25,51.89652475,80.36717788,51.36841684,3.4,4.673878794
33,20,0,1,2,1,0,0,0,2012,24.871258,3.611739941,19.70006718832898,51.46507790713527,82.2135191,50.98208149411415,3.4857067115197653,3.061859849862152
34,20,0,2,2,1,0,0,0,2012,40.72278767,15.21571252,19.70006718832898,51.46507790713527,78.32175576,50.98208149411415,3.4857067115197653,3.061859849862152
35,20,4,0,2,1,0,0,0,2012,16.25535968,9.182438907375,19.70006718832898,51.46507790713527,84.72403241688238,50.98208149411415,3.4857067115197653,3.222463842333333
36,20,4,1,2,1,0,0,0,2012,22.23722079841693,5.11456456946354,19.700033597081923,51.465125516575554,87.37438353303922,50.982152620165415,3.485710498288141,3.3035671901471297
37,20,4,2,2,1,0,0,0,2012,27.87652637473684,8.100390720012397,19.700033597081923,51.465125516575554,82.18232484510943,50.982152620165415,3.485710498288141,3.3035671901471297
38,20,2,0,2,1,0,0,0,2012,48.26300832,15.53022967,19.70006718832898,51.46507790713527,75.82067117,50.98208149411415,3.4857067115197653,5.225340881250001
39,20,2,1,2,1,0,0,0,2012,35.64365176,7.3737164945,19.700033597081923,51.465125516575554,77.83185279,50.982152620165415,3.485710498288141,5.0535252235738755
40,20,2,2,2,1,0,0,0,2012,66.77035671,30.49299066,19.700033597081923,51.465125516575554,73.7513485,50.982152620165415,3.485710498288141,5.0535252235738755
41,20,3,0,2,1,0,0,0,2012,17.02985039,10.34754074,19.70006718832898,51.46507790713527,81.02969536,50.98208149411415,3.4857067115197653,2.154179129
42,20,3,1,2,1,0,0,0,2012,12.38909763,2.797862903,19.700033597081923,51.465125516575554,82.15248709,50.982152620165415,3.485710498288141,2.139111508868959
