,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Income-related | Unemployment,"Racial Segregation Indices | Racial Segregation, White and Non-White",Cancer | Lung Cancer Deaths,Active Transportation | Riding Bike to Work,Deaths | Deaths from All Causes,Sexually Transmitted Disease | New Gonorrhea Cases
16,20,0,0,2,1,0,0,0,2011,7.334555582,44.16342767,34.39627128,1.458997071,699.6835869,142.8
17,20,0,1,2,1,0,0,0,2011,9.005253000372823,45.44668284663604,26.77719818,0.38685536056398534,602.0807624,190.2004415233047
18,20,0,2,2,1,0,0,0,2011,9.005253000372823,45.44668284663604,45.4904748,0.38685536056398534,829.6485983,190.2004415233047
19,20,4,0,2,1,0,0,0,2011,6.419018225,45.44668284663604,22.72011999,0.38685536056398534,428.0523093,190.2004415233047
20,20,4,1,2,1,0,0,0,2011,6.2924162810559805,45.446698511957464,21.04735525785829,0.386853348813858,369.4268738,190.20022078082403
21,20,4,2,2,1,0,0,0,2011,6.2924162810559805,45.446698511957464,29.5138234,0.386853348813858,587.0556116,190.20022078082403
22,20,2,0,2,1,0,0,0,2011,12.96263762,45.44668284663604,51.19673057,0.38685536056398534,934.5903642,190.2004415233047
23,20,2,1,2,1,0,0,0,2011,15.102536122457622,45.446698511957464,40.76925199,0.386853348813858,781.6096055,190.20022078082403
24,20,2,2,2,1,0,0,0,2011,15.102536122457622,45.446698511957464,68.94572484,0.386853348813858,1169.305635,190.20022078082403
25,20,3,0,2,1,0,0,0,2011,9.00269075,45.44668284663604,20.21811802,0.38685536056398534,633.4655996,190.2004415233047
26,20,3,1,2,1,0,0,0,2011,10.088446113100515,45.446698511957464,16.12059338,0.386853348813858,541.4525058,190.20022078082403
27,20,3,2,2,1,0,0,0,2011,10.088446113100515,45.446698511957464,25.69316513,0.386853348813858,761.5322893,190.20022078082403
28,20,5,0,2,1,0,0,0,2011,7.829457364,45.44668284663604,46.30191760282682,0.38685536056398534,768.4999661115089,190.2004415233047
29,20,1,0,2,1,0,0,0,2011,5.62352146,45.44668284663604,37.39826445,0.38685536056398534,710.1527407,190.2004415233047
30,20,1,1,2,1,0,0,0,2011,6.5832543670709445,45.446698511957464,28.97162728,0.386853348813858,612.0382078,190.20022078082403
31,20,1,2,2,1,0,0,0,2011,6.5832543670709445,45.446698511957464,49.48489137,0.386853348813858,837.9315666,190.20022078082403
32,20,0,0,2,1,0,0,0,2012,7.334555582,44.16342767,31.29665916,1.458997071,684.6948663,152.9
33,20,0,1,2,1,0,0,0,2012,8.692028503945917,45.44668284663604,24.871258,0.38685536056398534,577.6089002,164.75797849974174
34,20,0,2,2,1,0,0,0,2012,8.692028503945917,45.44668284663604,40.72278767,0.38685536056398534,831.5252262,164.75797849974174
35,20,4,0,2,1,0,0,0,2012,6.419018225,45.44668284663604,16.25535968,0.38685536056398534,509.6216769,164.75797849974174
36,20,4,1,2,1,0,0,0,2012,6.081167547476503,45.446698511957464,21.602611075979404,0.386853348813858,463.0506898,164.75756071472733
37,20,4,2,2,1,0,0,0,2012,6.081167547476503,45.446698511957464,28.71201367368421,0.386853348813858,596.5970299,164.75756071472733
38,20,2,0,2,1,0,0,0,2012,12.96263762,45.44668284663604,48.26300832,0.38685536056398534,897.0170816,164.75797849974174
39,20,2,1,2,1,0,0,0,2012,15.102536122457622,45.446698511957464,35.64365176,0.386853348813858,754.7887879,164.75756071472733
40,20,2,2,2,1,0,0,0,2012,15.102536122457622,45.446698511957464,66.77035671,0.386853348813858,1113.982678,164.75756071472733
41,20,3,0,2,1,0,0,0,2012,9.00269075,45.44668284663604,17.02985039,0.38685536056398534,627.3372645,164.75797849974174
42,20,3,1,2,1,0,0,0,2012,9.705503673943117,45.446698511957464,12.38909763,0.386853348813858,528.4497165,164.75756071472733
43,20,3,2,2,1,0,0,0,2012,9.705503673943117,45.446698511957464,23.35247226,0.386853348813858,759.0747032,164.75756071472733
